title,author,star_score,genre,keywords,synopsis,Thumb,day,favorite_count,epi_cnt,completed_date,content
천마육성,광휘 / 조형근,9.91166,무협/사극,"무협/사극, 소설원작, 먼치킨, 게임판타지, 회귀","마교의 태왕각주 사마귀의 명령으로 화산파 출목지역으로 파견나간 비객조
설휘는 화산파의 절대고수 구종명에게 죽임을 당할 위기에 처한다
그 때 눈앞에 상태창이 나타나고 정찰임무를 받기 직전으로 회귀하게 된다
설휘는 자신이 전생에서 죽임을 당했던 똑같은 임무를 받게 되자 주변의 환경을 조금이라도 바꾸어 살아남고자 발버둥친다
고비마다 눈앞에 나타나는 선택창 미래를 알 수 없는 지문들 삶과 죽음이 공존하는 세상 안에서 최선의 방법을 찾아 나선다",https://image-comic.pstatic.net/webtoon/776255/thumbnail/thumbnail_IMAG21_02fb1475-2e82-4bcd-ae93-c22d6b7158ae.jpg,THURSDAY,,,,"무협/사극 무협/사극, 소설원작, 먼치킨, 게임판타지, 회귀 마교의 태왕각주 사마귀의 명령으로 화산파 출목지역으로 파견나간 비객조
설휘는 화산파의 절대고수 구종명에게 죽임을 당할 위기에 처한다
그 때 눈앞에 상태창이 나타나고 정찰임무를 받기 직전으로 회귀하게 된다
설휘는 자신이 전생에서 죽임을 당했던 똑같은 임무를 받게 되자 주변의 환경을 조금이라도 바꾸어 살아남고자 발버둥친다
고비마다 눈앞에 나타나는 선택창 미래를 알 수 없는 지문들 삶과 죽음이 공존하는 세상 안에서 최선의 방법을 찾아 나선다"
할배무사와 지존 손녀,신의철 / 김명현 / 일향(一向),9.96793,무협/사극,"무협/사극, 소설원작","죽을 날을 앞두고 미련없이 생을 마무리 하려던 순간 덮친 멸문지화
유진산은 홀로 생존한 갓난 손녀 유설이 다 자랄 때까지만이라도 살아남기로 결심한다
이미 늙어버린 몸으로 육아와 수련을 병행하며 눈물겨운 사투를 벌이는 동안
어느새 무림지존의 기재를 타고난 손녀는 믿을 수 없이 빠르게 성장해가고 있었다
걱정마 할배 이젠 내가 지켜줄게",https://image-comic.pstatic.net/webtoon/817246/thumbnail/thumbnail_IMAG21_6d85b575-a4f2-475e-8bfb-768175bc1857.jpg,THURSDAY,,,,"무협/사극 무협/사극, 소설원작 죽을 날을 앞두고 미련없이 생을 마무리 하려던 순간 덮친 멸문지화
유진산은 홀로 생존한 갓난 손녀 유설이 다 자랄 때까지만이라도 살아남기로 결심한다
이미 늙어버린 몸으로 육아와 수련을 병행하며 눈물겨운 사투를 벌이는 동안
어느새 무림지존의 기재를 타고난 손녀는 믿을 수 없이 빠르게 성장해가고 있었다
걱정마 할배 이젠 내가 지켜줄게"
뮤즈 온 유명,수진,9.9709,드라마,"삼각관계, 하이퍼리얼리즘, 연예계, 드라마, 재회, 2030연애, 청춘로맨스, 전남친",부업은 청소도우미 본업은 무명 배우 아이러니하게도 내 이름은 유명이다 유난히 힘들던 날 우연히 거장의 사진전에 들어간 무명배우 유명은 자신의 사진을 보게 된다 그 사진들은 유명이 제일 빛나던 시절을 담고 있었고 그런 모습은 지금의 유명과는 정반대였다 유명은 알 수 없는 사진작가의 뮤즈로 스타가 될 수 있을까,https://image-comic.pstatic.net/webtoon/801505/thumbnail/thumbnail_IMAG21_1ba4c85a-5a9f-41aa-af97-6c514f220b44.jpg,THURSDAY,,,,"드라마 삼각관계, 하이퍼리얼리즘, 연예계, 드라마, 재회, 2030연애, 청춘로맨스, 전남친 부업은 청소도우미 본업은 무명 배우 아이러니하게도 내 이름은 유명이다 유난히 힘들던 날 우연히 거장의 사진전에 들어간 무명배우 유명은 자신의 사진을 보게 된다 그 사진들은 유명이 제일 빛나던 시절을 담고 있었고 그런 모습은 지금의 유명과는 정반대였다 유명은 알 수 없는 사진작가의 뮤즈로 스타가 될 수 있을까"
회귀한 천재 헌터의 슬기로운 청소생활,고일고일 / 달비트,9.83041,판타지,"사이다, 소설원작, 판타지, 헌터물, 먼치킨, 회귀","세계 최초 SSS랭크 천재 헌터 김준우 어느 날 습격을 당해 죽게 되고 10년 전으로 회귀한다
스킬은 모두 봉인됐고 해제를 위해서는 극한 직업인 던전 청소부로 일을 해야 하는데
하지만 이 청소부 남다르다 현직 헌터보다 더 강한 전직 헌터의 망나니식 청소가 시작된다
원작 제공  영상출판미디어",https://image-comic.pstatic.net/webtoon/796827/thumbnail/thumbnail_IMAG21_f08bc78b-4135-4851-9b73-7def9b9656b6.jpg,THURSDAY,,,,"판타지 사이다, 소설원작, 판타지, 헌터물, 먼치킨, 회귀 세계 최초 SSS랭크 천재 헌터 김준우 어느 날 습격을 당해 죽게 되고 10년 전으로 회귀한다
스킬은 모두 봉인됐고 해제를 위해서는 극한 직업인 던전 청소부로 일을 해야 하는데
하지만 이 청소부 남다르다 현직 헌터보다 더 강한 전직 헌터의 망나니식 청소가 시작된다
원작 제공  영상출판미디어"
마도귀환록,팀 더 제이 / MISANG / 한유림,9.90305,무협/사극,"무협/사극, 소설원작","천마신교의 권력 투쟁을 피해 초야에 은거한 주인공 명운 
하지만 권좌에 뜻을 두지 않는 것만으로는 비극을 피할 수 없었다 
명운은 골육상잔을 행하기 위해 찾아온 천마신교의 교주 명각을 피해 달아나던 중 추살당하고 만다 
그 순간 죽음을 앞두고 흐려지는 의식 속에서 누군가의 목소리가 들려온다
후회하는가 다시 싸우길 원하는가
그 목소리를 끝으로 죽은 줄만 알았던 명운은 다시 눈을 뜨게 되는데",https://image-comic.pstatic.net/webtoon/813563/thumbnail/thumbnail_IMAG21_0cc17211-31da-4b94-a1e6-5b017fe9aadc.jpg,THURSDAY,,,,"무협/사극 무협/사극, 소설원작 천마신교의 권력 투쟁을 피해 초야에 은거한 주인공 명운 
하지만 권좌에 뜻을 두지 않는 것만으로는 비극을 피할 수 없었다 
명운은 골육상잔을 행하기 위해 찾아온 천마신교의 교주 명각을 피해 달아나던 중 추살당하고 만다 
그 순간 죽음을 앞두고 흐려지는 의식 속에서 누군가의 목소리가 들려온다
후회하는가 다시 싸우길 원하는가
그 목소리를 끝으로 죽은 줄만 알았던 명운은 다시 눈을 뜨게 되는데"
정글쥬스,형은 / 쥬더,9.94824,액션,"먼치킨, 슈퍼스트링, 이능력배틀물, 액션","의문의 벌레약 정글쥬스로 인해 곤충인간이 되었다
이를 숨기며 살던 대학생 장수찬은 어느 날 그 모습을
모두에게 보이게 되고 곤충인간들의 사회로 들어가
약육강식의 논리와 맞서 싸우게 되는데

각양각색 곤충능력자들의 판타지 액션
슈퍼스트링 유니버스의 새로운 히어로 등장",https://image-comic.pstatic.net/webtoon/762279/thumbnail/thumbnail_IMAG21_715e8b9b-f6e7-48fc-af26-88fdf50ff7c5.jpg,THURSDAY,,,,"액션 먼치킨, 슈퍼스트링, 이능력배틀물, 액션 의문의 벌레약 정글쥬스로 인해 곤충인간이 되었다
이를 숨기며 살던 대학생 장수찬은 어느 날 그 모습을
모두에게 보이게 되고 곤충인간들의 사회로 들어가
약육강식의 논리와 맞서 싸우게 되는데

각양각색 곤충능력자들의 판타지 액션
슈퍼스트링 유니버스의 새로운 히어로 등장"
나 혼자 네크로맨서,김경열 / 김동준 / 지점장,9.93997,판타지,"소설원작, 판타지, 아포칼립스, 먼치킨, 이능력배틀물","곧 세상이 멸망한다
전설 속에나 나올 법한 몬스터들이 각지에 출현한다
그리고 사람들을 잡아먹고 길거리를 점령하며 빌딩과 지하철에 던전을 만들기 시작한다

멸망한 세계에서 살아남기 위해 단 한 가지 직업을 고를 수 있다
당신은 무슨 직업을 고르겠는가
네크로맨서

나에게는 멸망이 무대이고 죽음이 자산이 된다",https://image-comic.pstatic.net/webtoon/780170/thumbnail/thumbnail_IMAG21_25735c55-4f4a-409e-b280-3aa11060c173.jpg,THURSDAY,,,,"판타지 소설원작, 판타지, 아포칼립스, 먼치킨, 이능력배틀물 곧 세상이 멸망한다
전설 속에나 나올 법한 몬스터들이 각지에 출현한다
그리고 사람들을 잡아먹고 길거리를 점령하며 빌딩과 지하철에 던전을 만들기 시작한다

멸망한 세계에서 살아남기 위해 단 한 가지 직업을 고를 수 있다
당신은 무슨 직업을 고르겠는가
네크로맨서

나에게는 멸망이 무대이고 죽음이 자산이 된다"
사내연애 사절!,두부 / 남수,9.96627,로맨스,"로맨스, 로맨스코미디, 오피스로맨스, 현실로맨스, 2030연애, 청춘로맨스, 사내연애, 친구>연인, 연상연하","첫사랑 별거 있나 
어른이 되어 첫사랑을 다시 만난다면 
과연 우리는 여전히 설렐까 

첫사랑에서 친구로 친구에서 동료로 
역행하는 관계 속에서 솔직한 내 마음은 사내연애 사절 

유일무이 로맨스 두부 X 바른연애 길잡이 남수 작가의 만남 
로맨스 장인들의 믿고 보는 오피스 로맨스",https://image-comic.pstatic.net/webtoon/814512/thumbnail/thumbnail_IMAG21_822d18b7-4c27-4cb0-9966-2b156aceaac0.jpg,THURSDAY,,,,"로맨스 로맨스, 로맨스코미디, 오피스로맨스, 현실로맨스, 2030연애, 청춘로맨스, 사내연애, 친구>연인, 연상연하 첫사랑 별거 있나 
어른이 되어 첫사랑을 다시 만난다면 
과연 우리는 여전히 설렐까 

첫사랑에서 친구로 친구에서 동료로 
역행하는 관계 속에서 솔직한 내 마음은 사내연애 사절 

유일무이 로맨스 두부 X 바른연애 길잡이 남수 작가의 만남 
로맨스 장인들의 믿고 보는 오피스 로맨스"
버려진 나의 최애를 위하여,류호 / 기묭 / 김선유,9.96796,로맨스,"소설원작, 로맨스","내 최애를 살려내
N회차 정주행할 만큼 애정하던 로판 소설에 빙의한 헤스티아
엑스트라 of 엑스트라에 빙의한 덕에 주인공들을 직관하고 드디어 맞이한 작품의 엔딩
엔딩 후 현실로 돌아가게 될 거란 예상은 산산조각이 나고
소설의 엔딩 후 비하인드가 가장 애정하는 캐릭터였던 서브남 카엘루스의 죽음이라는 충격에서 벗어나기도 전에
소설의 엔딩 직후로 회귀하는데
그렇다면 이번엔 내 최애를 지켜내겠어",https://image-comic.pstatic.net/webtoon/794155/thumbnail/thumbnail_IMAG21_788f081a-865c-44bc-aa32-bfb382cb2494.jpg,THURSDAY,,,,"로맨스 소설원작, 로맨스 내 최애를 살려내
N회차 정주행할 만큼 애정하던 로판 소설에 빙의한 헤스티아
엑스트라 of 엑스트라에 빙의한 덕에 주인공들을 직관하고 드디어 맞이한 작품의 엔딩
엔딩 후 현실로 돌아가게 될 거란 예상은 산산조각이 나고
소설의 엔딩 후 비하인드가 가장 애정하는 캐릭터였던 서브남 카엘루스의 죽음이라는 충격에서 벗어나기도 전에
소설의 엔딩 직후로 회귀하는데
그렇다면 이번엔 내 최애를 지켜내겠어"
게임 속 바바리안으로 살아남기,한태수 / MIDNIGHT STUDIO / 정윤강,9.9537,판타지,"소설원작, 판타지, 지금추천작","지금껏 아무도 클리어하지 못한 게임 던전 앤 스톤을 9년간 플레이한 끝에 최종 보스 스테이지에 도달한 이한수
그러나 보스 방에 입장함과 동시에 튜토리얼 완료라는 멘트와 함께 던전 앤 스톤 속 바바리안 비요른 얀델에 빙의하게 된다

도시에서 부과하는 막대한 세금을 내지 못하면 하층민으로 사형당한다
빙의한 사실을 들키면 악령이라고 판단되어 살해당한다
살아남을 수 있는 유일한 길은 미궁에 들어가 목숨을 걸고 싸우는 것뿐

9년간 쌓아온 공략법과 무식하게 강한 바바리안의 육체로 반드시 이 게임에서 살아남겠다",https://image-comic.pstatic.net/webtoon/808482/thumbnail/thumbnail_IMAG21_8d99e7c4-0d9c-4b75-9947-5b32ca178482.jpg,THURSDAY,,,,"판타지 소설원작, 판타지, 지금추천작 지금껏 아무도 클리어하지 못한 게임 던전 앤 스톤을 9년간 플레이한 끝에 최종 보스 스테이지에 도달한 이한수
그러나 보스 방에 입장함과 동시에 튜토리얼 완료라는 멘트와 함께 던전 앤 스톤 속 바바리안 비요른 얀델에 빙의하게 된다

도시에서 부과하는 막대한 세금을 내지 못하면 하층민으로 사형당한다
빙의한 사실을 들키면 악령이라고 판단되어 살해당한다
살아남을 수 있는 유일한 길은 미궁에 들어가 목숨을 걸고 싸우는 것뿐

9년간 쌓아온 공략법과 무식하게 강한 바바리안의 육체로 반드시 이 게임에서 살아남겠다"
흔한햄,잇선,9.94693,일상,"하이퍼리얼리즘, 무해한, 동물, 성장물, 일상, 성장드라마, 공감성수치",여기 햄의 전부가 있다 햄의 눈물 햄의 좌절 햄의 기쁨 햄의 분노 햄의 절규 햄의 같은 실수 반복 햄의 무기력 햄의 우울 햄의 친구 관계 햄의 감정기복 햄의 발전 햄의 추락 햄의 기상 햄의 도전 햄의 절망 햄의 방황 그래도 살아가는 햄의 인생,https://image-comic.pstatic.net/webtoon/820104/thumbnail/thumbnail_IMAG21_339fb346-6eae-42e3-afbb-b9e8ec0dc513.jpg,THURSDAY,,,,"일상 하이퍼리얼리즘, 무해한, 동물, 성장물, 일상, 성장드라마, 공감성수치 여기 햄의 전부가 있다 햄의 눈물 햄의 좌절 햄의 기쁨 햄의 분노 햄의 절규 햄의 같은 실수 반복 햄의 무기력 햄의 우울 햄의 친구 관계 햄의 감정기복 햄의 발전 햄의 추락 햄의 기상 햄의 도전 햄의 절망 햄의 방황 그래도 살아가는 햄의 인생"
현실퀘스트,이주운 / 태성,9.82912,액션,"게임판타지, 학원물, 회귀, 액션","게임 아이템을 가져오라는 일진의 협박으로 인해
일주일간 밤샘 게임을 하다 죽음을 맞이한 비운의 게임셔틀 하도완
그 순간 일주일 전 교실에서 리스폰되는데
모든 것이 그날과 똑같다 달라진 것은 단 하나 눈앞에 떠있는 퀘스트 알림
뭐 내가 지금껏 하던 게임들의 스킬을 이용해서 일진을 때려잡으라고",https://image-comic.pstatic.net/webtoon/783888/thumbnail/thumbnail_IMAG21_099c4f27-c4c4-43d2-affb-77508d1629b2.jpg,THURSDAY,,,,"액션 게임판타지, 학원물, 회귀, 액션 게임 아이템을 가져오라는 일진의 협박으로 인해
일주일간 밤샘 게임을 하다 죽음을 맞이한 비운의 게임셔틀 하도완
그 순간 일주일 전 교실에서 리스폰되는데
모든 것이 그날과 똑같다 달라진 것은 단 하나 눈앞에 떠있는 퀘스트 알림
뭐 내가 지금껏 하던 게임들의 스킬을 이용해서 일진을 때려잡으라고"
내향남녀,나,9.97006,로맨스,로맨스,"MBTI IIIIII 
극 I 의 내향형 인간들이 만났다
사이다 없이는 목이 메어 볼 수 없는 쌍방오해 트라우마 극복 연애기

학교에서 존재감 없기로 둘째가라면 서러울 남자유여 17세 친구 0명에게
학교에서 인기로는 둘째가라면 서러울 여자혁남 17세 친구 N명이 어느날 말을 걸었다

자신에게 다가와주는 자혁과 친해지고 싶은 마음과 그렇지 못한 얼굴을 한 자유
오해만 안겨주게 되는데 

과연 자유와 자혁은 이 난관을 극복하고 서로에게 다가가는데 성공할 수 있을까",https://image-comic.pstatic.net/webtoon/812629/thumbnail/thumbnail_IMAG21_692752ea-20d9-4972-972b-66338ab3a8dd.jpg,THURSDAY,,,,"로맨스 로맨스 MBTI IIIIII 
극 I 의 내향형 인간들이 만났다
사이다 없이는 목이 메어 볼 수 없는 쌍방오해 트라우마 극복 연애기

학교에서 존재감 없기로 둘째가라면 서러울 남자유여 17세 친구 0명에게
학교에서 인기로는 둘째가라면 서러울 여자혁남 17세 친구 N명이 어느날 말을 걸었다

자신에게 다가와주는 자혁과 친해지고 싶은 마음과 그렇지 못한 얼굴을 한 자유
오해만 안겨주게 되는데 

과연 자유와 자혁은 이 난관을 극복하고 서로에게 다가가는데 성공할 수 있을까"
개구리 인간,장혁준,9.82853,스릴러,스릴러,"7년 전 개구리의 모습을 한 개구리족들이 대한민국에 나타난다
그들을 향한 적개심 혐오가 만연한 사회 속에 주인공 이정우는
자신의 와이프 그리고 딸과 함께 행복한 가정을 유지하는 것이 목표이다
그러던 어느날 옆 집으로 한 개구리족이 이사를 오면서 끔찍한 일들이 벌어진다",https://image-comic.pstatic.net/webtoon/821979/thumbnail/thumbnail_IMAG21_548a432f-f93a-44e2-a492-d79e01f5c13c.jpg,THURSDAY,,,,"스릴러 스릴러 7년 전 개구리의 모습을 한 개구리족들이 대한민국에 나타난다
그들을 향한 적개심 혐오가 만연한 사회 속에 주인공 이정우는
자신의 와이프 그리고 딸과 함께 행복한 가정을 유지하는 것이 목표이다
그러던 어느날 옆 집으로 한 개구리족이 이사를 오면서 끔찍한 일들이 벌어진다"
네이처맨,이윤창,9.96353,개그,"힘숨찐, 히어로, 레트로, 개그","90년대 최고의 인기를 누렸던 전대 특촬물 네이처맨 
30년이 지난 지금 누군가 네이처맨 배우들의 목숨을 노리고 있다
다시 모인 네이처맨 30년 전 그때처럼 다시 하나 되어 악에 맞서 싸워라",https://image-comic.pstatic.net/webtoon/809054/thumbnail/thumbnail_IMAG21_99e2bc60-6038-44e7-8689-44cf20fbc6f5.jpg,THURSDAY,,,,"개그 힘숨찐, 히어로, 레트로, 개그 90년대 최고의 인기를 누렸던 전대 특촬물 네이처맨 
30년이 지난 지금 누군가 네이처맨 배우들의 목숨을 노리고 있다
다시 모인 네이처맨 30년 전 그때처럼 다시 하나 되어 악에 맞서 싸워라"
가족같은 XX,서우현,9.93875,로맨스,"2020 지상최대공모전, 삼각관계, 로맨스, 연예계, 계약연애","탑 배우 한나나는 우연히 갈 곳 없는 고등학생 유성우를 집에 들인다
아슬아슬한 동거가 시작된 가운데 갑자기 좋아하던 선배 이한이 다가오기 시작하는데
가족 같은 남자와 가족이 되고 싶은 남자 누가 진짜 가족이 될까",https://image-comic.pstatic.net/webtoon/790239/thumbnail/thumbnail_IMAG21_75cb9f71-9af3-48ca-a143-cd59540328b1.jpg,THURSDAY,,,,"로맨스 2020 지상최대공모전, 삼각관계, 로맨스, 연예계, 계약연애 탑 배우 한나나는 우연히 갈 곳 없는 고등학생 유성우를 집에 들인다
아슬아슬한 동거가 시작된 가운데 갑자기 좋아하던 선배 이한이 다가오기 시작하는데
가족 같은 남자와 가족이 되고 싶은 남자 누가 진짜 가족이 될까"
룸비니,"박만사, 약수 / 약수",9.53983,스릴러,"사이다, 오컬트, 사이비종교, 요즘핫한추천작, 먼치킨, 스릴러, 서스펜스, 지금추천작","모종의 목적을 가진 신흥종교 일각교와 그들이 운영하는 교육시설 룸비니
룸비니의 아이들은 룸비니를 낙원이라 부른다
믿기 힘든 일들이 벌어지는 낙원 룸비니와
그곳에 떨어진 주인공 영도가 겪는 충격적 오컬트 스릴러",https://image-comic.pstatic.net/webtoon/822105/thumbnail/thumbnail_IMAG21_c2914f3f-6947-4d49-b5c0-4a27a7820b83.jpg,THURSDAY,,,,"스릴러 사이다, 오컬트, 사이비종교, 요즘핫한추천작, 먼치킨, 스릴러, 서스펜스, 지금추천작 모종의 목적을 가진 신흥종교 일각교와 그들이 운영하는 교육시설 룸비니
룸비니의 아이들은 룸비니를 낙원이라 부른다
믿기 힘든 일들이 벌어지는 낙원 룸비니와
그곳에 떨어진 주인공 영도가 겪는 충격적 오컬트 스릴러"
비서 일탈,솔방울 / 꿀봉이 / 반지영,9.96565,로맨스,"소설원작, 로맨스, 고자극로맨스, 오피스로맨스, 직진남, 2030연애","우리가 키스하면 이 관계가 달라지려나
로열패밀리의 정석이라 불리는 재경그룹의 장남 이승조와
그런 그를 짝사랑하는 마음을 숨긴 채 승조의 비서로 일해온 추이연
그리고 같은 기간 동안 늘 그녀에게 남자이길 원했던 재경그룹의 사생아 이문조
어느 한 순간을 계기로 자꾸만 이연에게 다가오는 승조와 늘 그렇듯 이연을 원하는 문조 사이에서 이연의 고민이 시작되는데
완벽하지만 짠한 정실소생 도련님 승조와 대놓고 짠한 사생아 도련님 문조 둘과 위험하게 얽혀버린 비서 이연의 아슬아슬 로맨스",https://image-comic.pstatic.net/webtoon/801515/thumbnail/thumbnail_IMAG21_2e85c821-0398-4b06-9c61-66f729974082.jpg,THURSDAY,,,,"로맨스 소설원작, 로맨스, 고자극로맨스, 오피스로맨스, 직진남, 2030연애 우리가 키스하면 이 관계가 달라지려나
로열패밀리의 정석이라 불리는 재경그룹의 장남 이승조와
그런 그를 짝사랑하는 마음을 숨긴 채 승조의 비서로 일해온 추이연
그리고 같은 기간 동안 늘 그녀에게 남자이길 원했던 재경그룹의 사생아 이문조
어느 한 순간을 계기로 자꾸만 이연에게 다가오는 승조와 늘 그렇듯 이연을 원하는 문조 사이에서 이연의 고민이 시작되는데
완벽하지만 짠한 정실소생 도련님 승조와 대놓고 짠한 사생아 도련님 문조 둘과 위험하게 얽혀버린 비서 이연의 아슬아슬 로맨스"
VS,"박만사, 한큰빛 / 한큰빛",9.84345,액션,"사이다, 느와르, 요즘핫한추천작, 범죄, 먼치킨, 직업드라마, 지금추천작, 액션","극야 폰투스극야2 한큰빛 작가 신작
과거 법보다 주먹이 가까웠던 시대
그 시절 시장은 강자만이 살아남는 전쟁터였다
노량진VS마장동 시장 상인회들의 대를 이은
끝장나는 혈투가 지금 시작된다",https://image-comic.pstatic.net/webtoon/820786/thumbnail/thumbnail_IMAG21_6c5ba408-b3ea-4c96-9f2f-84fb1eb12632.jpg,THURSDAY,,,,"액션 사이다, 느와르, 요즘핫한추천작, 범죄, 먼치킨, 직업드라마, 지금추천작, 액션 극야 폰투스극야2 한큰빛 작가 신작
과거 법보다 주먹이 가까웠던 시대
그 시절 시장은 강자만이 살아남는 전쟁터였다
노량진VS마장동 시장 상인회들의 대를 이은
끝장나는 혈투가 지금 시작된다"
첫날밤을 보낸 그 악녀를 찾습니다,은라겸 / 풀모,9.92545,로맨스,로맨스,"소설 파란만장 레오니의 악녀 리베라타에 빙의해서
교수대에서 사형 당하기만 벌써 스무 번째
반복되는 회귀에 지쳐서 될 대로 되라는 마음으로 술에 취했을 뿐인데
왜 내 옆에 대공님이 누워 있지
 

걱정 마 그대가 죽도록 내버려 두지 않을 테니까
그런데
스무 번째 삶에서 모든 것을 제자리로 돌려놓지 않으면
여기 이 세계는 모두 소멸되고 말 것이야
점술가는 알 수 없는 불길한 예언을 남긴다",https://image-comic.pstatic.net/webtoon/822075/thumbnail/thumbnail_IMAG21_babb09d6-0343-4fb7-90c3-4e80318874cf.jpg,THURSDAY,,,,"로맨스 로맨스 소설 파란만장 레오니의 악녀 리베라타에 빙의해서
교수대에서 사형 당하기만 벌써 스무 번째
반복되는 회귀에 지쳐서 될 대로 되라는 마음으로 술에 취했을 뿐인데
왜 내 옆에 대공님이 누워 있지
 

걱정 마 그대가 죽도록 내버려 두지 않을 테니까
그런데
스무 번째 삶에서 모든 것을 제자리로 돌려놓지 않으면
여기 이 세계는 모두 소멸되고 말 것이야
점술가는 알 수 없는 불길한 예언을 남긴다"
순수한 동거생활,성은 / 플아다,9.92454,로맨스,"소설원작, 로맨스, 오피스로맨스, 현실로맨스, 사내연애, 연상연하","아침부터 밤까지 두근두근 집에서도 회사에서도 꽁냥꽁냥 
오빠의 절친이자 무섭기만 하던 집주인과 같은 회사 같은 팀에 다니게 되었습니다 
동거만으로도 심장이 떨리는데 이 남자 왜 나한테 잘하지 무섭게 
고군분투 햇병아리 사회 초년생 오소정과 
친구의 동생을 사랑하게 된 남자 차강우의 옥신각신 동거 이야기",https://image-comic.pstatic.net/webtoon/797937/thumbnail/thumbnail_IMAG21_437f40c3-9af5-4c79-88fd-b0c16217e266.jpg,THURSDAY,,,,"로맨스 소설원작, 로맨스, 오피스로맨스, 현실로맨스, 사내연애, 연상연하 아침부터 밤까지 두근두근 집에서도 회사에서도 꽁냥꽁냥 
오빠의 절친이자 무섭기만 하던 집주인과 같은 회사 같은 팀에 다니게 되었습니다 
동거만으로도 심장이 떨리는데 이 남자 왜 나한테 잘하지 무섭게 
고군분투 햇병아리 사회 초년생 오소정과 
친구의 동생을 사랑하게 된 남자 차강우의 옥신각신 동거 이야기"
시한부 천재 암흑기사,정선율 / 나기,9.71381,판타지,"소설원작, 판타지, 소년왕도물, 빙의, 먼치킨, 게임판타지, 지금추천작","극악의 난이도로 악명이 자자한 판타지 RPG 이너 루나틱
어린 나이 시한부 판정을 받은 유찬에게 이 게임은 자신의 전부였으며 이제는 잔인한 현실이 되었다
지금부터 유찬은 시한부이자 작중 1부 최대 악역 녹스 폰 리인하버로서 이 세계에서 살아남아야 한다
과연 무사히 그는 이야기의 엔딩에 도달할 수 있을까",https://image-comic.pstatic.net/webtoon/809625/thumbnail/thumbnail_IMAG21_445798d0-7a81-45e7-a526-fce351b67671.jpg,THURSDAY,,,,"판타지 소설원작, 판타지, 소년왕도물, 빙의, 먼치킨, 게임판타지, 지금추천작 극악의 난이도로 악명이 자자한 판타지 RPG 이너 루나틱
어린 나이 시한부 판정을 받은 유찬에게 이 게임은 자신의 전부였으며 이제는 잔인한 현실이 되었다
지금부터 유찬은 시한부이자 작중 1부 최대 악역 녹스 폰 리인하버로서 이 세계에서 살아남아야 한다
과연 무사히 그는 이야기의 엔딩에 도달할 수 있을까"
보스였음,"박만사, 럭스 / 럭스",9.93725,액션,액션,심연의 탑 보스 바포메트는 자신과 호각으로 싸울 강한 헌터를 기다리고 있다 반복되는 싸움에 지루함을 느끼던 찰나 죽은 헌터들의 전리품에 의해 인간 세상에 흥미를 갖게 되고 동시에 늘 자신이 바랬던 강한 헌터가 눈 앞에 나타나자 그를 보며 인간의 존재에 더욱 더 매료되기 시작한다 급기야 바포메트는 스스로 인간이 되고자 하는데,https://image-comic.pstatic.net/webtoon/802833/thumbnail/thumbnail_IMAG21_99b5f54a-dfbe-4ed6-90b5-44a966d2a00f.jpg,THURSDAY,,,,액션 액션 심연의 탑 보스 바포메트는 자신과 호각으로 싸울 강한 헌터를 기다리고 있다 반복되는 싸움에 지루함을 느끼던 찰나 죽은 헌터들의 전리품에 의해 인간 세상에 흥미를 갖게 되고 동시에 늘 자신이 바랬던 강한 헌터가 눈 앞에 나타나자 그를 보며 인간의 존재에 더욱 더 매료되기 시작한다 급기야 바포메트는 스스로 인간이 되고자 하는데
최강전설 강해효,최병열,9.58173,액션,액션,"맹수같이 거친 문제아 학생들만 모여있는 최강고등학교

그곳에서 변화가 시작되었다
",https://image-comic.pstatic.net/webtoon/570506/thumbnail/thumbnail_IMAG21_3630857206429464627.jpg,THURSDAY,,,,"액션 액션 맹수같이 거친 문제아 학생들만 모여있는 최강고등학교

그곳에서 변화가 시작되었다
"
규격 외 혈통 천재,석박지 / 피콕 / 소울풍,9.57809,판타지,"소설원작, 판타지","나는 인베이더를 죽이는 사람이 되고 싶다

인베이더를 죽이고 특수종의 세상에 살며 일상의 행복도 유지하고 싶다
그걸 바라면 안 될까
왜 왜 그래서는 안 되나
두 마리 토끼를 쫓다가는 둘 다 놓친다고 하지만
안 놓치면 된다

불멸자변신족 혈통 천재의 액션 판타지",https://image-comic.pstatic.net/webtoon/798331/thumbnail/thumbnail_IMAG21_43d65de1-2803-4674-9dee-77b7b025d80a.jpg,THURSDAY,,,,"판타지 소설원작, 판타지 나는 인베이더를 죽이는 사람이 되고 싶다

인베이더를 죽이고 특수종의 세상에 살며 일상의 행복도 유지하고 싶다
그걸 바라면 안 될까
왜 왜 그래서는 안 되나
두 마리 토끼를 쫓다가는 둘 다 놓친다고 하지만
안 놓치면 된다

불멸자변신족 혈통 천재의 액션 판타지"
